Stock,Buy Date,Duration,Sell Price,Return Rate
DL,2004-01-30,2,32846,-7.507321468799279
DL,2022-08-03,1,67000,0.0
젬백스,2015-05-14,53,33850,57.44186046511628
알에프세미,2008-03-24,1,4000,-0.6704742984852247
알에프세미,2012-11-06,1,10800,-1.36986301369863
알에프세미,2020-11-23,21,5230,-7.104795737122557
원풍물산,2006-04-07,1,906,7.345971563981042
모토닉,2000-08-22,1,1030,0.4878048780487805
유니포인트,2016-05-25,1,22550,-14.90566037735849
유니포인트,2018-09-05,1,17000,0.591715976331361
아이톡시,2006-04-27,25,12512,-9.855907780979827
신화콘텍,2016-09-30,1,6867,2.0205021542118553
신화콘텍,2021-08-19,1,5250,-7.243816254416961
에이디칩스,2002-05-13,1,19343,7.760445682451253
에이디칩스,2013-02-20,1,1828,-1.9313304721030045
NHN벅스,2010-02-17,1,13050,-3.6900369003690034
NHN벅스,2010-10-22,1,9200,-0.7551240560949299
화천기공,2000-06-01,1,14925,-2.4955902528255045
화천기공,2000-07-14,1,11786,-12.005375541287142
화천기공,2005-05-23,7,8572,-8.565333333333333
CJ씨푸드,2011-03-08,1,3500,-3.581267217630854
에이프로,2022-03-02,1,18500,0.5434782608695652
비덴트,2021-02-10,1,9120,0.9966777408637874
비덴트,2021-10-19,1,11400,8.571428571428571
에이테크솔루션,2010-06-23,1,25200,-0.19801980198019803
뉴지랩파마,2017-04-20,14,5775,-7.6
디지아이,2006-01-25,6,9303,-7.266746411483253
디지아이,2015-06-01,1,3110,-0.3205128205128205
이베스트투자증권,2008-02-22,1,15051,-0.5878467635402906
삼진,2019-02-14,1,4674,0.0
인크로스,2017-02-10,1,11249,3.591490929183166
인크로스,2019-06-11,14,14793,-7.282983390786588
미코,2006-11-06,1,4385,0.0
미코,2010-03-03,2,2040,-10.91703056768559
미코,2023-09-04,1,12130,-3.95882818685669
서진시스템,2018-03-12,1,8909,-0.6468161034905766
서진시스템,2019-07-02,16,12466,-8.284284873454974
모두투어,2015-08-28,7,24046,-12.604492258486587
코셋,2015-08-10,1,4500,7.142857142857142
코셋,2018-08-10,1,1445,-14.749262536873156
코셋,2020-07-21,45,1715,6.521739130434782
코셋,2022-07-27,2,1900,-11.627906976744185
와이엠,2006-04-03,42,803,-0.9864364981504316
제넥신,2015-03-17,106,38822,68.08243494826168
제넥신,2017-11-07,1,34864,-0.10315186246418338
엔씨소프트,2017-03-15,1,296500,-0.33613445378151263
로보티즈,2022-02-25,35,24950,-5.313092979127135
우성,2019-03-20,1,29600,-1.1686143572621035
하이록코리아,2017-04-24,60,22750,5.56844547563805
바른손,2005-04-04,62,29709,165.78099838969405
바른손,2014-05-27,1,4481,-14.107724746022617
바른손,2015-11-19,1,2320,-2.480033627574611
케이엔제이,2020-06-29,1,9380,2.178649237472767
키네마스터,2019-09-03,3,6434,-5.701304411549172
RFHIC,2021-06-03,1,38700,1.574803149606299
쌍용정보통신,2019-02-08,4,1118,-7.450331125827815
에프에스티,2019-07-17,1,8250,2.357320099255583
크로넥스,2020-01-02,1,3960,2.857142857142857
뷰웍스,2011-12-09,1,9970,6.0638297872340425
이루온,2009-03-18,1,775,-7.738095238095238
아이진,2018-03-12,1,16687,-2.4323218148862775
앱클론,2022-10-21,1,17800,-1.3850415512465373
바른손이앤에이,2007-11-22,1,1870,-10.952380952380953
시큐브,2012-04-26,60,691,4.53857791225416
유니켐,2001-07-13,1,261818,-5.486325699598579
루트락,2023-01-20,1,2225,12.090680100755668
보령,2001-01-04,4,632,-10.985915492957748
파인디지털,2009-09-17,1,2900,1.7543859649122806
파인디지털,2012-11-26,6,6600,-7.042253521126761
로보쓰리에이아이,2018-05-30,1,4975,-0.5
디지털대성,2004-09-09,1,1665,-7.602663706992232
디지털대성,2005-11-25,4,4218,-7.66199649737303
동일고무벨트,2015-07-20,1,13879,0.630800464037123
헬릭스미스,2018-04-05,1,129776,0.49871449369637266
해성옵틱스,2018-09-20,17,2428,-8.204158790170132
후성,2007-08-23,1,5461,-8.922615076717811
KH바텍,2007-05-28,5,5694,-7.80440414507772
동양,2008-02-22,1,49632,2.0898469639624815
나노엔텍,2017-12-28,38,6250,5.042016806722689
에스엘,2015-05-22,1,15862,1.2705101193896444
레드캡투어,2001-01-12,1,35850,11.856474258970358
대유,2023-01-04,34,3860,0.2597402597402597
쎄니트,2003-10-27,18,6430,-7.694516221648004
쎄니트,2012-07-30,59,575,22.863247863247864
현대제철,2003-08-18,30,7310,5.942028985507246
현대제철,2010-02-24,1,88400,0.22675736961451248
에코캡,2020-07-15,1,1768,-0.7856341189674524
삼일,2000-05-15,1,3700,-10.194174757281553
유진기업,2005-06-01,1,4295,2.019002375296912
효성화학,2020-09-08,1,123000,7.894736842105263
효성화학,2021-08-31,1,376500,-2.461139896373057
커넥트웨이브,2015-05-27,1,6030,1.7034913138809245
커넥트웨이브,2020-06-19,1,28800,-0.5181347150259068
메지온,2013-02-20,1,6843,1.7395182872435324
국도화학,2005-11-16,1,12008,0.9754456777665658
휴니드테크놀러지스,2006-01-18,1,9700,-5.365853658536586
홈센타홀딩스,2020-09-15,5,1135,-6.890894175553733
일진디스플,2012-02-16,30,9724,-4.7320466346624865
사람인,2016-09-22,1,16700,1.8292682926829267
서울제약,2017-05-08,1,12345,-0.4676287994839958
코웰패션,2015-08-28,1,3240,-7.428571428571429
메이슨캐피탈,2015-11-18,1,1237,29.800629590766004
아스트,2019-11-18,1,9230,-3.7539103232533892
에이치케이,2003-06-23,47,810,35.0
에이치케이,2007-02-08,1,1870,-0.5319148936170213
신일제약,2012-04-20,1,1983,-4.755043227665706
신일제약,2020-03-04,5,6581,-7.21838432257155
한화손해보험,2009-07-21,1,10396,1.841692789968652
인지디스플레,2002-03-07,1,4470,2.7586206896551726
인지디스플레,2005-10-26,3,1625,-4.411764705882353
와이엠티,2019-10-18,14,16450,-7.062146892655368
SM C&C,2017-04-03,6,2095,-5.203619909502263
영진약품,2002-01-08,1,1219,2.5231286795626575
카나리아바이오,2020-09-15,1,1008,-0.9823182711198428
에코바이오,2011-08-17,1,5500,0.880410858400587
지에스이,2012-05-09,1,1935,-3.007518796992481
SIMPAC,2005-09-29,1,1370,1.4814814814814816
JW신약,2010-12-10,1,3716,-2.261967385586533
JW신약,2011-09-05,1,4091,-7.149341806627326
JW신약,2011-12-22,31,7208,-0.88008800880088
테크엔,2022-10-24,2,635,-8.895265423242469
세원정공,2019-06-07,25,9759,-2.185025558785206
에스퓨얼셀,2021-08-30,1,37750,0.0
대양금속,2010-02-22,1,126406,1.275497940936113
티피씨글로벌,2015-06-24,1,3545,-1.5277777777777777
서남,2023-07-28,26,4485,3.103448275862069
웰크론,2015-07-16,1,5680,2.527075812274368
토탈소프트,2011-04-08,1,1505,-1.3114754098360655
세기상사,2011-08-18,1,8423,5.379707243838359
케이피에스,2020-11-27,42,17150,-3.651685393258427
CNH,2000-11-09,1,2463,-1.8333997608609007
CNH,2002-01-24,1,1843,3.5975267003934794
CNH,2007-07-23,17,3250,-7.142857142857142
CNH,2014-06-13,48,1655,-0.6006006006006006
파이오링크,2024-04-26,0,13660,0.0
라닉스,2023-04-13,7,5730,-6.372549019607843
SM Life Design,2007-02-05,8,5100,-8.108108108108109
화일약품,2002-12-06,1,1433,1.0578279266572637
화일약품,2003-06-09,30,1005,-7.202216066481995
화일약품,2006-01-16,1,2733,0.9604728481714074
화일약품,2020-03-26,1,2543,-8.294266137756942
나눔테크,2018-10-04,25,3800,-8.653846153846153
녹원씨엔아이,2011-04-01,1,28272,-9.338122113904566
녹원씨엔아이,2012-06-07,33,29910,-10.3685945459994
씨티알모빌리티,2023-01-13,1,15200,-1.935483870967742
세진중공업,2020-09-07,14,5191,-10.376381215469612
동국산업,2000-04-19,16,619,-8.296296296296296
틸론,2016-01-29,1,16050,-7.225433526011561
SNT다이내믹스,2010-05-03,1,16908,6.789616623507863
인지소프트,2015-11-19,41,10800,-8.860759493670885
인지소프트,2019-07-23,1,32600,-1.2121212121212122
엠벤처투자,2004-11-15,4,649,-9.35754189944134
엠벤처투자,2005-09-23,1,880,-2.6548672566371683
스타리츠,2023-06-13,1,3895,-2.625
노랑풍선,2021-09-15,1,15350,-7.250755287009064
사조동아원,2008-05-16,1,3335,1.0606060606060608
DB금융투자,2020-07-20,1,3600,0.5586592178770949
코스텍시스,2023-05-10,1,16925,-1.884057971014493
삼성에스디에스,2020-07-13,1,184500,0.544959128065395
듀오백,2019-08-27,1,2810,-2.5996533795493932
듀오백,2023-12-11,3,2530,-6.296296296296296
유니셈,2004-11-04,1,793,2.0592020592020592
유니셈,2020-03-06,3,5650,-10.317460317460316
유니셈,2023-03-21,1,7140,1.8544935805991443
유니셈,2023-05-22,1,8580,0.8225616921269095
TCC스틸,2023-11-07,3,56000,-7.131011608623548
위월드,2014-12-02,1,3985,-0.12531328320802004
위월드,2015-12-23,1,4230,14.945652173913043
위월드,2017-04-26,1,3995,-13.152173913043477
위월드,2018-07-10,9,2755,-8.166666666666666
아바코,2018-01-02,1,7600,0.7957559681697612
아바코,2022-10-06,1,13250,0.7604562737642585
하이로닉,2017-06-02,20,5140,-6.272793581327499
흥국화재,2005-04-04,1,4177,-2.4065420560747666
정상제이엘에스,2004-02-19,1,2000,-2.67639902676399
SG글로벌,2020-07-06,123,2170,39.1025641025641
성우전자,2023-05-10,1,3030,1.1686143572621035
한익스프레스,2001-03-30,1,671,0.1492537313432836
한익스프레스,2007-11-14,1,1430,-14.880952380952381
한익스프레스,2019-06-12,1,7130,-0.9722222222222222
한익스프레스,2023-01-17,1,5610,0.17857142857142858
우리로,2017-03-28,1,2726,7.0278759324695725
우리로,2023-01-10,1,1345,-3.9285714285714284
덕성,2013-04-03,1,4175,0.6024096385542169
덕성,2019-08-22,1,3450,-3.225806451612903
세원이앤씨,2009-08-28,4,24665,-7.465766272744326
엔케이맥스,2023-08-16,1,7155,-6.040709126723572
엘리비젼,2021-12-20,5,610,-10.68814055636896
에이엔피,2021-09-29,1,2455,-0.6072874493927125
삼성증권,2018-03-14,1,40500,-0.7352941176470588
팬스타엔터프라이즈,2006-01-19,3,35208,-14.487649673329608
팬스타엔터프라이즈,2019-04-01,1,1205,2.553191489361702
한국미라클피플사,2022-02-24,1,22550,-13.766730401529637
골드앤에스,2001-07-05,1,35126,-11.770320506379987
골드앤에스,2005-04-07,6,17304,-10.909746177212583
케이피엠테크,2023-03-29,1,434,0.23094688221709006
버킷스튜디오,2012-11-07,1,6386,-14.819261037748433
버킷스튜디오,2021-09-10,1,2790,9.411764705882353
DB하이텍,2002-01-28,1,7360,-1.4725568942436411
미래산업,2002-03-06,4,55097,-5.8267528116774345
나라소프트,2023-03-16,1,80,0.0
하이트진로홀딩스,2015-06-25,1,15000,-0.33222591362126247
한일철강,2011-09-05,1,1690,-0.5882352941176471
비엘팜텍,2007-09-03,1,4331,-0.3222094361334868
선광,2000-05-09,7,5400,-7.534246575342466
선광,2004-01-05,2,5200,-7.142857142857142
아미코젠,2020-01-02,1,11263,-3.570205479452055
HL홀딩스,2021-02-17,5,40850,-7.7878103837471775
동아화성,2006-06-12,2,2350,-9.615384615384617
동아화성,2021-08-10,1,14000,-2.7777777777777777
현대엘리베이터,2003-12-16,57,27640,11.379754996776272
동부건설,2000-08-18,1,62943,-4.647710230113163
동부건설,2016-04-05,1,19804,1.0820743160473663
고려제약,2009-10-27,1,2890,-9.262166405023548
고려제약,2020-01-02,33,8490,13.351134846461948
서린바이오,2020-02-20,3,8272,-9.058927000879507
씨에스윈드,2017-08-29,4,12526,-6.717307119451892
코아스,2015-08-27,1,2865,5.330882352941177
코아스,2015-11-18,18,2470,-8.348794063079778
오로라,2012-11-26,1,5850,-0.34071550255536626
오로라,2019-07-12,10,12450,-7.434944237918216
감성코퍼레이션,2002-01-29,1,9566,-5.985257985257985
감성코퍼레이션,2015-06-04,17,1909,-8.92175572519084
웨스트라이즈,2010-08-05,1,12618,-5.948121645796064
파라텍,2016-12-01,1,4847,-0.164778578784758
파라텍,2020-05-26,1,5830,-8.333333333333332
SOOP,2004-11-18,1,1321,-0.601956358164033
에스아이리소스,2005-06-14,1,41495,4.7271717732572816
로지스몬,2021-01-21,1,298,-14.857142857142858
로지스몬,2023-11-15,1,451,-14.90566037735849
로지스몬,2024-03-14,4,508,-13.752122241086587
한일현대시멘트,2005-11-25,115,143726,7.777794441861512
서울전자통신,2015-09-18,53,1185,55.51181102362205
미래나노텍,2016-11-15,1,6180,1.3114754098360655
글로벌텍스프리,2021-02-17,1,3200,-1.5384615384615385
와이솔,2015-12-07,26,12683,-9.47826707586896
덕산네오룩스,2019-08-14,67,20650,16.338028169014084
키움증권,2024-01-31,51,119100,23.164426059979316
한양디지텍,2014-11-10,166,7600,166.66666666666669
아이오케이,2007-06-12,59,76520,20.153882389887727
아이오케이,2013-03-28,1,4610,0.0
나노,2016-06-01,10,4613,-7.647647647647647
나노,2023-06-12,32,1205,-8.573596358118362
LG생활건강,2002-01-04,5,33100,-8.055555555555555
LG생활건강,2020-10-07,73,1562000,3.238598810310641
엔텔스,2013-07-03,1,10106,4.530409598676044
와토스코리아,2007-08-08,2,5430,-9.014745308310992
와토스코리아,2012-08-09,1,4381,-3.010847907903476
와토스코리아,2022-09-21,1,6140,-3.761755485893417
씨티씨바이오,2022-02-28,1,9690,0.9375
사조산업,2006-10-16,23,6920,-8.827404479578393
오뚜기,2015-11-19,1,1051000,-0.4734848484848485
위지윅스튜디오,2023-01-18,1,4563,-1.0838933448948622
자비스,2022-10-28,1,1767,-0.5067567567567568
비비안,2000-11-28,2,2054,-8.589230084557187
고려아연,2010-12-15,1,303500,-1.6207455429497568
고려아연,2011-09-02,1,430500,-2.159090909090909
바텍,2009-06-03,13,15800,-8.93371757925072
바텍,2014-04-02,175,24500,63.33333333333333
다올투자증권,2002-01-29,1,4090,-11.279826464208242
파트론,2012-08-14,1,8535,0.4235792446170138
디와이,2009-10-12,9,3638,-3.2446808510638294
디와이,2022-03-21,1,10350,6.481481481481481
CJ제일제당,2011-10-25,1,333000,4.225352112676056
바디텍메드,2018-03-12,1,19700,-0.25316455696202533
바디텍메드,2020-10-29,8,28950,-12.006079027355623
MDS테크,2007-11-13,1,1075,-0.9216589861751152
삼화전자공업,2018-01-16,1,6348,-4.81331533963113
삼영,2021-06-07,1,3015,-4.889589905362776
지아이텍,2022-10-19,1,4185,-4.561003420752566
태원물산,2000-11-30,1,957,-5.434782608695652
태원물산,2001-01-05,3,989,-9.015639374425023
태원물산,2018-06-18,3,4815,-13.399280575539569
한탑,2009-03-24,1,1116,0.45004500450045004
한탑,2019-03-29,1,2948,1.550120564932828
NHN KCP,2015-07-02,1,17396,-0.9339407744874715
티엔엔터테인먼트,2018-04-05,19,32450,-9.986130374479888
삼익악기,2002-07-26,6,925,-8.866995073891626
휴림에이텍,2006-06-07,1,2064,-13.4953897736798
휴림에이텍,2010-11-15,1,1039,-2.5328330206378986
휴림에이텍,2015-01-09,39,482,-8.015267175572518
이수앱지스,2013-06-20,1,8806,0.10230760486529498
이수앱지스,2018-04-09,7,13200,-10.81081081081081
코스모화학,2007-09-17,1,7565,-1.3689700130378095
STX,2016-08-24,1,35601,7.516912297656439
이녹스,2011-03-23,32,7338,-7.395254921756688
폴라리스AI,2011-07-19,5,1899,-5.002501250625312
SKC,2004-11-04,27,8250,-5.172413793103448
진원생명과학,2015-01-07,1,4461,1.6636280765724702
대신증권,2016-02-01,1,11450,-1.293103448275862
에스원,2010-05-18,1,49300,0.6122448979591837
동국제약,2019-09-03,1,13614,1.1967590871924476
고영,2015-02-25,27,8870,-4.930332261521972
디씨엠,2001-07-30,19,4270,-16.274509803921568
디씨엠,2021-05-25,1,17400,-1.41643059490085
대주이엔티,2019-05-16,2,2205,-7.933194154488518
대주이엔티,2021-09-17,1,1305,-1.509433962264151
대주이엔티,2022-07-29,1,2080,-5.6689342403628125
에스에이엠티,2021-09-17,33,4760,-5.555555555555555
코데즈컴바인,2006-03-22,1,898623,-0.17573774862392455
코데즈컴바인,2009-04-28,40,106208,17.991845622299003
엘오티베큠,2006-09-04,1,2092,0.576923076923077
엘오티베큠,2009-06-22,1,2053,-11.20242214532872
SGA,2012-08-31,42,1906,-8.011583011583012
성우하이텍,2011-05-27,47,14125,-4.31513345075193
성우하이텍,2022-10-19,1,5450,-5.709342560553633
성우하이텍,2024-02-02,1,9770,-1.809045226130653
KC그린홀딩스,2013-07-15,1,9890,5.437100213219616
신영와코루,2004-11-16,1,3910,-0.25510204081632654
현대약품,2008-01-21,1,3755,-7.988238176917423
영화금속,2007-07-27,7,940,-7.389162561576355
영화금속,2013-03-22,1,1145,0.43859649122807015
비유테크놀러지,2021-02-17,1,1660,0.42347247428917123
인텔리안테크,2020-02-14,1,34198,4.677073767982859
이노시스,2018-06-29,1,3000,-5.956112852664576
이노시스,2021-06-21,1,978,0.9287925696594427
더존비즈온,2005-03-31,24,7860,2.0779220779220777
더존비즈온,2006-02-16,1,24784,-2.830706500431271
한국큐빅,2007-02-06,1,2571,3.878787878787879
한국큐빅,2014-08-29,26,2565,-10.471204188481675
한국큐빅,2020-07-10,1,2595,-0.19230769230769232
한창제지,2002-06-14,8,3158,-7.660818713450293
한창제지,2009-03-26,1,981,-11.780575539568346
삼성전기,2018-08-28,1,160500,3.215434083601286
파워풀엑스,2020-07-24,1,927,-7.3
좋은사람들,2015-06-10,3,3632,-7.653190948385456
좋은사람들,2019-08-16,1,8704,8.110793690224817
